id,dataset,scene_name,question_type,question,ground_truth,options
186,arkitscenes,41159530,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",81,
187,arkitscenes,41159541,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",114,
188,arkitscenes,41159555,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",210,
189,arkitscenes,41159572,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the fireplace, measured in centimeters?",224,
190,arkitscenes,41159572,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",42,
191,arkitscenes,41254246,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",210,
192,arkitscenes,41254386,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bathtub, measured in centimeters?",169,
193,arkitscenes,41254386,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",77,
194,arkitscenes,41254402,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",196,
195,arkitscenes,41254402,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",88,
196,arkitscenes,41254432,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",38,
197,arkitscenes,41254432,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stove, measured in centimeters?",71,
198,arkitscenes,42444950,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the sofa, measured in centimeters?",181,
199,arkitscenes,42444950,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",107,
200,arkitscenes,42444950,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the chair, measured in centimeters?",82,
201,arkitscenes,42444950,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the fireplace, measured in centimeters?",161,
202,arkitscenes,42444954,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",73,
203,arkitscenes,42444954,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bathtub, measured in centimeters?",158,
204,arkitscenes,42444954,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the refrigerator, measured in centimeters?",131,
205,arkitscenes,42444976,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the refrigerator, measured in centimeters?",186,
206,arkitscenes,42444976,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the dishwasher, measured in centimeters?",91,
207,arkitscenes,42444976,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the washer, measured in centimeters?",89,
208,arkitscenes,42444976,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",105,
209,arkitscenes,42445026,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",96,
210,arkitscenes,42445026,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the sofa, measured in centimeters?",156,
211,arkitscenes,42445026,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",128,
212,arkitscenes,42445026,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the chair, measured in centimeters?",69,
213,arkitscenes,42445031,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",206,
214,arkitscenes,42445031,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",115,
215,arkitscenes,42445031,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",105,
216,arkitscenes,42445429,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the sofa, measured in centimeters?",190,
217,arkitscenes,42445429,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",56,
218,arkitscenes,42445429,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",108,
219,arkitscenes,42445981,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",100,
220,arkitscenes,42445984,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",356,
221,arkitscenes,42445984,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the fireplace, measured in centimeters?",185,
222,arkitscenes,42446049,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the refrigerator, measured in centimeters?",186,
223,arkitscenes,42446049,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the washer, measured in centimeters?",94,
224,arkitscenes,42446049,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stove, measured in centimeters?",89,
225,arkitscenes,42446056,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",173,
226,arkitscenes,42446116,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",215,
227,arkitscenes,42446103,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stove, measured in centimeters?",158,
228,arkitscenes,42446103,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",88,
229,arkitscenes,42446103,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",44,
230,arkitscenes,42446151,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the fireplace, measured in centimeters?",219,
231,arkitscenes,42446151,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",92,
232,arkitscenes,42446167,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",211,
233,arkitscenes,42446167,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",145,
234,arkitscenes,42446167,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",82,
235,arkitscenes,42446167,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",58,
236,arkitscenes,42446517,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the chair, measured in centimeters?",84,
237,arkitscenes,42446517,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",111,
238,arkitscenes,42446529,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",216,
239,arkitscenes,42446529,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the chair, measured in centimeters?",64,
240,arkitscenes,42446529,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",92,
241,arkitscenes,42446535,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",83,
242,arkitscenes,42446535,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bathtub, measured in centimeters?",155,
243,arkitscenes,42446541,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the washer, measured in centimeters?",90,
244,arkitscenes,42446541,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the refrigerator, measured in centimeters?",170,
245,arkitscenes,42446541,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",119,
246,arkitscenes,42897508,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the chair, measured in centimeters?",88,
247,arkitscenes,42897528,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the refrigerator, measured in centimeters?",181,
248,arkitscenes,42897528,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the washer, measured in centimeters?",90,
249,arkitscenes,42897528,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the sofa, measured in centimeters?",214,
250,arkitscenes,42897538,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the refrigerator, measured in centimeters?",183,
251,arkitscenes,42897538,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",67,
252,arkitscenes,42897538,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",126,
253,arkitscenes,42897550,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",55,
254,arkitscenes,42897550,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bathtub, measured in centimeters?",161,
255,arkitscenes,42897554,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",209,
256,arkitscenes,42897564,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",108,
257,arkitscenes,42897564,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",71,
258,arkitscenes,42897564,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the refrigerator, measured in centimeters?",93,
259,arkitscenes,42897629,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the refrigerator, measured in centimeters?",178,
260,arkitscenes,42897629,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stove, measured in centimeters?",119,
261,arkitscenes,42897629,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",91,
262,arkitscenes,42897647,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",113,
263,arkitscenes,42897647,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the chair, measured in centimeters?",100,
264,arkitscenes,42897688,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",236,
265,arkitscenes,42897688,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",97,
266,arkitscenes,42897688,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",98,
267,arkitscenes,42897692,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",215,
268,arkitscenes,42897692,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",60,
269,arkitscenes,42897692,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",98,
270,arkitscenes,42898486,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the fireplace, measured in centimeters?",139,
271,arkitscenes,42898486,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",98,
272,arkitscenes,42898527,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stove, measured in centimeters?",59,
273,arkitscenes,42898527,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the washer, measured in centimeters?",91,
274,arkitscenes,42898527,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the dishwasher, measured in centimeters?",91,
275,arkitscenes,42898527,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the refrigerator, measured in centimeters?",184,
276,arkitscenes,42898544,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",198,
277,arkitscenes,42898544,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",122,
278,arkitscenes,42898544,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",47,
279,arkitscenes,42898581,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",134,
280,arkitscenes,42898581,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",49,
281,arkitscenes,42898581,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",74,
282,arkitscenes,42898817,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the washer, measured in centimeters?",91,
283,arkitscenes,42898826,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bathtub, measured in centimeters?",189,
284,arkitscenes,42898826,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",81,
285,arkitscenes,42898849,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",64,
286,arkitscenes,42898849,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the fireplace, measured in centimeters?",140,
287,arkitscenes,42898849,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stove, measured in centimeters?",89,
288,arkitscenes,42898869,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",78,
289,arkitscenes,42899461,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the sofa, measured in centimeters?",237,
290,arkitscenes,42899461,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the fireplace, measured in centimeters?",78,
291,arkitscenes,42899461,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",70,
292,arkitscenes,42899461,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stove, measured in centimeters?",55,
293,arkitscenes,42899612,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",215,
294,arkitscenes,42899612,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the chair, measured in centimeters?",87,
295,arkitscenes,42899617,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bathtub, measured in centimeters?",174,
296,arkitscenes,42899617,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",98,
297,arkitscenes,42899685,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the washer, measured in centimeters?",92,
298,arkitscenes,42899685,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the dishwasher, measured in centimeters?",92,
299,arkitscenes,42899685,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",56,
300,arkitscenes,42899696,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",206,
301,arkitscenes,42899696,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the sofa, measured in centimeters?",149,
302,arkitscenes,42899696,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",53,
303,arkitscenes,42899696,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",69,
304,arkitscenes,42899698,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bathtub, measured in centimeters?",169,
305,arkitscenes,42899698,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",78,
306,arkitscenes,42899712,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",90,
307,arkitscenes,42899712,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stove, measured in centimeters?",61,
308,arkitscenes,42899720,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",230,
309,arkitscenes,42899720,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",54,
310,arkitscenes,42899725,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bathtub, measured in centimeters?",169,
311,arkitscenes,42899725,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",55,
312,arkitscenes,42899729,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",210,
313,arkitscenes,42899739,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",226,
314,arkitscenes,44358436,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the sofa, measured in centimeters?",112,
315,arkitscenes,44358436,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",44,
316,arkitscenes,44358442,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the sofa, measured in centimeters?",221,
317,arkitscenes,44358442,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the chair, measured in centimeters?",109,
318,arkitscenes,44358499,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the fireplace, measured in centimeters?",172,
319,arkitscenes,44358499,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",107,
320,arkitscenes,44358499,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the washer, measured in centimeters?",91,
321,arkitscenes,44358499,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the dishwasher, measured in centimeters?",91,
322,arkitscenes,44358518,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the fireplace, measured in centimeters?",158,
323,arkitscenes,44358536,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bathtub, measured in centimeters?",136,
324,arkitscenes,44358582,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",222,
325,arkitscenes,45260856,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",205,
326,arkitscenes,45260856,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the fireplace, measured in centimeters?",153,
327,arkitscenes,45260900,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bathtub, measured in centimeters?",172,
328,arkitscenes,45260900,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",82,
329,arkitscenes,45260905,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the fireplace, measured in centimeters?",150,
330,arkitscenes,45260905,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",96,
331,arkitscenes,45260928,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",47,
332,arkitscenes,45260928,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the fireplace, measured in centimeters?",151,
333,arkitscenes,45260928,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the sofa, measured in centimeters?",105,
334,arkitscenes,45260928,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",51,
335,arkitscenes,45261121,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",125,
336,arkitscenes,45261121,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the refrigerator, measured in centimeters?",148,
337,arkitscenes,45261121,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stove, measured in centimeters?",100,
338,arkitscenes,45261121,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",94,
339,arkitscenes,45261121,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",64,
340,arkitscenes,45261142,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the washer, measured in centimeters?",80,
341,arkitscenes,45261142,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",112,
342,arkitscenes,45261150,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",205,
343,arkitscenes,45261150,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",101,
344,arkitscenes,45261182,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",78,
345,arkitscenes,45261182,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",216,
346,arkitscenes,45261575,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",200,
347,arkitscenes,45261575,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",73,
348,arkitscenes,45261594,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bathtub, measured in centimeters?",169,
349,arkitscenes,45261594,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",75,
350,arkitscenes,45261620,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",121,
351,arkitscenes,45261637,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",209,
352,arkitscenes,45261637,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",67,
353,arkitscenes,45662924,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the fireplace, measured in centimeters?",164,
354,arkitscenes,45662924,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",190,
355,arkitscenes,45662924,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stove, measured in centimeters?",77,
356,arkitscenes,45662943,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",231,
357,arkitscenes,45662943,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",75,
358,arkitscenes,45662943,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the fireplace, measured in centimeters?",161,
359,arkitscenes,45662943,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the chair, measured in centimeters?",102,
360,arkitscenes,45662987,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the fireplace, measured in centimeters?",165,
361,arkitscenes,45662987,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",126,
362,arkitscenes,45663105,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the sofa, measured in centimeters?",154,
363,arkitscenes,45663114,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bathtub, measured in centimeters?",167,
364,arkitscenes,45663114,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",82,
365,arkitscenes,45663154,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",99,
366,arkitscenes,45663154,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the fireplace, measured in centimeters?",181,
367,arkitscenes,45663154,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",58,
368,arkitscenes,45663164,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the chair, measured in centimeters?",108,
369,arkitscenes,45663164,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the refrigerator, measured in centimeters?",183,
370,arkitscenes,45663164,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the dishwasher, measured in centimeters?",89,
371,arkitscenes,45663164,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stove, measured in centimeters?",63,
372,arkitscenes,45663164,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",58,
373,arkitscenes,47115460,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stove, measured in centimeters?",60,
374,arkitscenes,47115460,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",89,
375,arkitscenes,47115469,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bathtub, measured in centimeters?",183,
376,arkitscenes,47115469,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",61,
377,arkitscenes,47115469,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",66,
378,arkitscenes,47115525,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",101,
379,arkitscenes,47115525,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",103,
380,arkitscenes,47115525,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the fireplace, measured in centimeters?",142,
381,arkitscenes,47204552,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",124,
382,arkitscenes,47204552,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the sofa, measured in centimeters?",186,
383,arkitscenes,47204552,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stove, measured in centimeters?",69,
384,arkitscenes,47204552,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",132,
385,arkitscenes,47204566,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",273,
386,arkitscenes,47204566,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the chair, measured in centimeters?",79,
387,arkitscenes,47204566,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",53,
388,arkitscenes,47204566,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",46,
389,arkitscenes,47204578,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",50,
390,arkitscenes,47204578,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",125,
391,arkitscenes,47204578,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",33,
392,arkitscenes,47204607,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",125,
393,arkitscenes,47331063,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bed, measured in centimeters?",217,
394,arkitscenes,47331063,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the refrigerator, measured in centimeters?",156,
395,arkitscenes,47331063,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stove, measured in centimeters?",60,
396,arkitscenes,47331068,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",76,
397,arkitscenes,47331068,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the bathtub, measured in centimeters?",142,
398,arkitscenes,47331068,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the toilet, measured in centimeters?",53,
399,arkitscenes,47331262,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",96,
400,arkitscenes,47331316,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the sofa, measured in centimeters?",204,
401,arkitscenes,47331316,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the table, measured in centimeters?",73,
402,arkitscenes,47331316,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the stool, measured in centimeters?",63,
403,arkitscenes,47331316,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the tv, measured in centimeters?",80,
404,arkitscenes,47331319,object_size_estimation,"What is the length of the longest dimension (length, width, or height) of the refrigerator, measured in centimeters?",175,
